#Data,
#Attribution: IMD - India Meteorological Department  http://www.imd.gov.in/,
date,pm25
4/20/2018 0:00,92
4/19/2018 23:00,89
4/19/2018 22:00,75
4/19/2018 21:00,57
4/19/2018 20:00,57
4/19/2018 19:00,29
4/19/2018 18:00,40
4/19/2018 17:00,33
4/19/2018 16:00,66
4/19/2018 15:00,61
4/19/2018 14:00,54
4/19/2018 13:00,47
4/19/2018 12:00,53
4/19/2018 11:00,70
4/19/2018 10:00,132
4/19/2018 9:00,111
4/19/2018 8:00,242
4/19/2018 7:00,303
4/19/2018 6:00,211
4/19/2018 5:00,124
4/19/2018 4:00,125
4/19/2018 3:00,144
4/19/2018 2:00,88
4/19/2018 1:00,84
4/19/2018 0:00,79
4/18/2018 23:00,81
4/18/2018 22:00,81
4/18/2018 21:00,55
4/18/2018 20:00,26
4/18/2018 19:00,27
4/18/2018 18:00,9
4/18/2018 17:00,24
4/16/2018 2:00,278
4/16/2018 1:00,180
4/16/2018 0:00,118
4/15/2018 23:00,88
4/15/2018 22:00,110
4/15/2018 21:00,63
4/15/2018 20:00,55
4/15/2018 19:00,50
4/15/2018 18:00,34
4/15/2018 17:00,39
4/15/2018 16:00,36
4/15/2018 15:00,19
4/15/2018 14:00,8
4/15/2018 13:00,9
4/15/2018 12:00,27
4/15/2018 11:00,141
4/15/2018 10:00,175
4/15/2018 9:00,316
4/15/2018 8:00,345
4/15/2018 7:00,356
4/15/2018 6:00,326
4/15/2018 5:00,301
4/15/2018 4:00,321
4/15/2018 3:00,204
4/15/2018 2:00,183
4/15/2018 1:00,187
4/15/2018 0:00,234
4/14/2018 23:00,160
4/14/2018 22:00,100
4/14/2018 21:00,61
4/14/2018 20:00,46
4/14/2018 19:00,42
4/14/2018 18:00,17
4/14/2018 17:00,19
4/14/2018 16:00,12
4/14/2018 15:00,4
4/14/2018 14:00,-
4/14/2018 13:00,11
4/14/2018 12:00,45
4/14/2018 11:00,96
4/14/2018 10:00,277
4/14/2018 9:00,326
4/14/2018 8:00,308
4/14/2018 7:00,307
4/14/2018 6:00,262
4/14/2018 5:00,220
4/14/2018 4:00,160
4/14/2018 3:00,156
4/14/2018 2:00,282
4/14/2018 1:00,291
4/14/2018 0:00,324
4/13/2018 23:00,182
4/13/2018 22:00,72
4/13/2018 21:00,59
4/13/2018 20:00,44
4/13/2018 19:00,47
4/13/2018 18:00,60
4/13/2018 17:00,11
4/13/2018 16:00,35
4/13/2018 15:00,56
4/13/2018 14:00,12
4/13/2018 13:00,9
4/13/2018 12:00,14
4/13/2018 11:00,52
4/13/2018 10:00,177
4/13/2018 9:00,306
4/13/2018 8:00,247
4/13/2018 7:00,270
4/13/2018 6:00,228
4/13/2018 5:00,300
4/13/2018 4:00,115
4/13/2018 3:00,152
4/13/2018 2:00,70
4/13/2018 1:00,67
4/13/2018 0:00,261
4/12/2018 23:00,312
4/12/2018 22:00,69
4/12/2018 21:00,63
4/12/2018 20:00,49
4/12/2018 19:00,28
4/12/2018 18:00,29
4/12/2018 17:00,37
4/12/2018 16:00,63
4/12/2018 15:00,66
4/12/2018 14:00,36
4/12/2018 13:00,57
4/12/2018 12:00,77
4/12/2018 11:00,71
4/12/2018 10:00,76
4/12/2018 9:00,34
4/12/2018 8:00,8
4/12/2018 7:00,1
4/12/2018 6:00,21
4/12/2018 5:00,27
4/12/2018 4:00,86
4/12/2018 3:00,23
4/12/2018 2:00,25
4/12/2018 1:00,14
4/12/2018 0:00,35
4/11/2018 23:00,46
4/11/2018 22:00,27
4/11/2018 21:00,17
4/11/2018 20:00,17
4/11/2018 19:00,6
4/11/2018 18:00,28
4/11/2018 17:00,69
4/11/2018 16:00,103
4/11/2018 15:00,81
4/11/2018 14:00,52
4/11/2018 13:00,40
4/11/2018 12:00,64
4/11/2018 11:00,85
4/11/2018 10:00,83
4/11/2018 9:00,83
4/11/2018 8:00,21
4/11/2018 7:00,39
4/11/2018 6:00,35
4/11/2018 5:00,79
4/11/2018 4:00,99
4/11/2018 3:00,90
4/11/2018 2:00,69
4/11/2018 1:00,45
4/11/2018 0:00,24
4/10/2018 23:00,50
4/10/2018 22:00,85
4/10/2018 21:00,118
4/10/2018 20:00,78
4/10/2018 19:00,44
4/10/2018 18:00,58
4/10/2018 17:00,52
4/10/2018 16:00,106
4/10/2018 15:00,120
4/10/2018 14:00,126
4/10/2018 13:00,69
4/10/2018 12:00,54
4/10/2018 11:00,70
4/10/2018 10:00,97
4/10/2018 9:00,225
4/10/2018 8:00,200
4/10/2018 7:00,178
4/10/2018 6:00,124
4/10/2018 5:00,97
4/10/2018 4:00,166
4/10/2018 3:00,232
4/10/2018 2:00,201
4/10/2018 1:00,114
4/10/2018 0:00,151
4/9/2018 23:00,92
4/9/2018 22:00,113
4/9/2018 21:00,127
4/9/2018 20:00,94
4/9/2018 19:00,42
4/9/2018 18:00,25
4/9/2018 17:00,7
4/9/2018 16:00,19
4/9/2018 15:00,58
4/9/2018 14:00,52
4/9/2018 13:00,36
4/9/2018 12:00,5
4/9/2018 11:00,2
4/9/2018 10:00,35
4/9/2018 9:00,101
4/9/2018 8:00,140
4/9/2018 7:00,111
4/9/2018 6:00,69
4/9/2018 5:00,48
4/9/2018 4:00,52
4/9/2018 3:00,84
4/9/2018 2:00,96
4/9/2018 1:00,77
4/9/2018 0:00,72
4/8/2018 23:00,41
4/8/2018 22:00,32
4/8/2018 21:00,38
4/8/2018 20:00,70
4/8/2018 19:00,83
4/8/2018 18:00,90
4/8/2018 17:00,56
4/8/2018 16:00,41
4/8/2018 15:00,49
4/8/2018 14:00,71
4/8/2018 13:00,76
4/8/2018 12:00,79
4/8/2018 11:00,70
4/8/2018 10:00,45
4/8/2018 9:00,49
4/8/2018 8:00,64
4/8/2018 7:00,95
4/8/2018 6:00,56
4/8/2018 5:00,43
4/8/2018 4:00,32
4/8/2018 3:00,37
4/8/2018 2:00,49
4/8/2018 1:00,147
4/8/2018 0:00,90
4/7/2018 23:00,95
4/7/2018 22:00,64
4/7/2018 21:00,44
4/7/2018 20:00,45
4/7/2018 19:00,70
4/7/2018 18:00,81
4/7/2018 17:00,71
4/7/2018 16:00,61
4/7/2018 15:00,55
4/7/2018 14:00,40
4/7/2018 13:00,64
4/7/2018 12:00,73
4/7/2018 11:00,81
4/7/2018 10:00,68
4/7/2018 9:00,22
4/7/2018 8:00,53
4/7/2018 7:00,132
4/7/2018 6:00,79
4/7/2018 5:00,61
4/7/2018 4:00,36
4/7/2018 3:00,10
4/7/2018 2:00,4
4/7/2018 1:00,12
4/7/2018 0:00,58
4/6/2018 23:00,40
4/6/2018 22:00,3
4/6/2018 21:00,-
4/6/2018 20:00,-
4/6/2018 19:00,48
4/6/2018 18:00,75
4/6/2018 17:00,136
4/6/2018 16:00,140
4/6/2018 15:00,128
4/6/2018 14:00,58
4/6/2018 13:00,53
4/6/2018 12:00,75
4/6/2018 11:00,150
4/6/2018 10:00,101
4/6/2018 9:00,146
4/6/2018 8:00,178
4/6/2018 7:00,120
4/6/2018 6:00,142
4/6/2018 5:00,211
4/6/2018 4:00,221
4/6/2018 3:00,129
4/6/2018 2:00,154
4/6/2018 1:00,219
4/6/2018 0:00,188
4/5/2018 23:00,178
4/5/2018 22:00,187
4/5/2018 21:00,182
4/5/2018 20:00,49
4/5/2018 19:00,35
4/5/2018 18:00,27
4/5/2018 17:00,51
4/5/2018 16:00,83
4/5/2018 15:00,107
4/5/2018 14:00,67
4/5/2018 13:00,40
4/5/2018 12:00,53
4/5/2018 11:00,308
4/5/2018 10:00,364
4/5/2018 9:00,384
4/5/2018 8:00,401
4/5/2018 7:00,413
4/5/2018 6:00,412
4/5/2018 5:00,375
4/5/2018 4:00,382
4/5/2018 3:00,361
4/5/2018 2:00,345
4/5/2018 1:00,308
4/5/2018 0:00,273
4/4/2018 23:00,185
4/4/2018 22:00,231
4/4/2018 21:00,221
4/4/2018 20:00,190
4/4/2018 19:00,95
4/4/2018 18:00,73
4/4/2018 17:00,58
4/4/2018 16:00,70
4/4/2018 15:00,132
4/4/2018 14:00,144
4/4/2018 13:00,116
4/4/2018 12:00,62
4/4/2018 11:00,124
4/4/2018 10:00,184
4/4/2018 9:00,246
4/4/2018 8:00,215
4/4/2018 7:00,233
4/4/2018 6:00,123
4/4/2018 5:00,150
4/4/2018 4:00,176
4/4/2018 3:00,250
4/4/2018 2:00,230
4/4/2018 1:00,176
4/4/2018 0:00,136
4/3/2018 23:00,154
4/3/2018 22:00,147
4/3/2018 21:00,110
4/3/2018 20:00,150
4/3/2018 19:00,98
4/3/2018 18:00,69
4/3/2018 17:00,61
4/3/2018 16:00,53
4/3/2018 15:00,75
4/3/2018 14:00,110
4/3/2018 13:00,135
4/3/2018 12:00,96
4/3/2018 11:00,79
4/3/2018 10:00,88
4/3/2018 9:00,149
4/3/2018 8:00,254
4/3/2018 7:00,292
4/3/2018 6:00,149
4/3/2018 5:00,106
4/3/2018 4:00,122
4/3/2018 3:00,129
4/3/2018 2:00,224
4/3/2018 1:00,215
4/3/2018 0:00,176
4/2/2018 23:00,119
4/2/2018 22:00,85
4/2/2018 21:00,60
4/2/2018 20:00,90
4/2/2018 19:00,108
4/2/2018 18:00,123
4/2/2018 17:00,84
4/2/2018 16:00,67
4/2/2018 15:00,72
4/2/2018 14:00,71
4/2/2018 13:00,108
4/2/2018 12:00,119
4/2/2018 11:00,97
4/2/2018 10:00,88
4/2/2018 9:00,98
4/2/2018 8:00,117
4/2/2018 7:00,182
4/2/2018 6:00,161
4/2/2018 5:00,129
4/2/2018 4:00,90
4/2/2018 3:00,86
4/2/2018 2:00,87
4/2/2018 1:00,141
4/2/2018 0:00,174
4/1/2018 23:00,183
4/1/2018 7:00,126
4/1/2018 6:00,109
4/1/2018 5:00,84
4/1/2018 4:00,95
4/1/2018 3:00,78
4/1/2018 2:00,81
4/1/2018 1:00,101
4/1/2018 0:00,153
3/31/2018 23:00,175
3/31/2018 22:00,113
3/31/2018 21:00,61
3/31/2018 20:00,48
3/31/2018 19:00,66
3/31/2018 18:00,52
3/31/2018 17:00,104
3/31/2018 16:00,96
3/31/2018 15:00,126
3/31/2018 14:00,66
3/31/2018 13:00,50
3/31/2018 12:00,58
3/31/2018 11:00,73
3/31/2018 10:00,-
3/31/2018 9:00,-
3/31/2018 8:00,-
3/31/2018 7:00,-
3/31/2018 6:00,-
3/31/2018 5:00,-
3/31/2018 4:00,-
3/31/2018 3:00,-
3/31/2018 2:00,-
3/31/2018 1:00,-
3/31/2018 0:00,-
3/30/2018 23:00,-
3/30/2018 22:00,-
3/30/2018 21:00,-
3/30/2018 20:00,-
3/30/2018 19:00,-
3/30/2018 18:00,-
3/30/2018 17:00,-
3/30/2018 16:00,-
3/30/2018 15:00,-
3/30/2018 14:00,-
3/30/2018 13:00,-
3/30/2018 12:00,-
3/30/2018 11:00,-
3/30/2018 10:00,-
3/30/2018 9:00,-
3/30/2018 8:00,-
3/30/2018 7:00,-
3/30/2018 6:00,-
3/30/2018 5:00,-
3/30/2018 4:00,109
3/30/2018 3:00,311
3/30/2018 2:00,339
3/30/2018 1:00,320
3/30/2018 0:00,128
3/29/2018 23:00,105
3/29/2018 22:00,97
3/29/2018 21:00,146
3/29/2018 20:00,95
3/29/2018 19:00,63
3/29/2018 18:00,43
3/29/2018 17:00,42
3/29/2018 16:00,47
3/29/2018 15:00,68
3/29/2018 14:00,40
3/29/2018 13:00,27
3/29/2018 12:00,-
3/29/2018 11:00,-
3/29/2018 10:00,-
3/29/2018 9:00,-
3/29/2018 8:00,-
3/29/2018 7:00,-
3/29/2018 6:00,-
3/29/2018 5:00,-
3/29/2018 4:00,130
3/29/2018 3:00,99
3/29/2018 2:00,118
3/29/2018 1:00,151
3/29/2018 0:00,215
3/28/2018 23:00,198
3/28/2018 22:00,148
3/28/2018 21:00,95
3/28/2018 20:00,66
3/28/2018 19:00,73
3/28/2018 18:00,52
3/28/2018 17:00,44
3/28/2018 16:00,46
3/28/2018 15:00,57
3/28/2018 14:00,49
3/28/2018 13:00,39
3/28/2018 12:00,53
3/28/2018 11:00,82
3/28/2018 10:00,154
3/28/2018 9:00,298
3/28/2018 8:00,286
3/28/2018 7:00,312
3/28/2018 6:00,314
3/28/2018 5:00,318
3/28/2018 4:00,303
3/28/2018 3:00,309
3/28/2018 2:00,311
3/28/2018 1:00,310
3/28/2018 0:00,224
3/27/2018 23:00,158
3/27/2018 22:00,110
3/27/2018 21:00,82
3/27/2018 20:00,67
3/27/2018 19:00,50
3/27/2018 18:00,61
3/27/2018 17:00,46
3/27/2018 12:00,-
3/27/2018 11:00,-
3/27/2018 10:00,-
3/27/2018 9:00,-
3/27/2018 8:00,-
3/27/2018 7:00,325
3/27/2018 6:00,291
3/27/2018 5:00,249
3/27/2018 4:00,330
3/27/2018 3:00,345
3/27/2018 2:00,248
3/27/2018 1:00,238
3/27/2018 0:00,252
3/26/2018 23:00,184
3/26/2018 22:00,129
3/26/2018 21:00,116
3/26/2018 20:00,57
3/26/2018 19:00,64
3/26/2018 18:00,55
3/26/2018 17:00,48
3/26/2018 16:00,46
3/26/2018 15:00,59
3/26/2018 14:00,66
3/26/2018 13:00,61
3/26/2018 12:00,53
3/26/2018 11:00,92
3/26/2018 10:00,149
3/26/2018 9:00,128
3/26/2018 8:00,229
3/26/2018 7:00,323
3/26/2018 6:00,311
3/26/2018 5:00,185
3/26/2018 4:00,188
3/26/2018 3:00,148
3/26/2018 2:00,147
3/26/2018 1:00,108
3/26/2018 0:00,90
3/25/2018 23:00,78
3/25/2018 22:00,77
3/25/2018 21:00,52
3/25/2018 20:00,53
3/25/2018 19:00,42
3/25/2018 5:00,334
3/25/2018 4:00,243
3/25/2018 3:00,245
3/25/2018 2:00,72
3/25/2018 0:00,69
3/24/2018 23:00,112
3/24/2018 22:00,109
3/24/2018 21:00,65
3/24/2018 20:00,53
3/24/2018 19:00,35
3/24/2018 18:00,30
3/24/2018 17:00,48
3/24/2018 16:00,58
3/24/2018 15:00,64
3/24/2018 14:00,43
3/24/2018 13:00,21
3/24/2018 12:00,6
3/24/2018 11:00,35
3/24/2018 10:00,187
3/24/2018 9:00,297
3/24/2018 8:00,310
3/24/2018 7:00,319
3/24/2018 6:00,144
3/24/2018 5:00,183
3/24/2018 4:00,147
3/24/2018 3:00,46
3/24/2018 2:00,151
3/24/2018 1:00,131
3/24/2018 0:00,143
3/23/2018 23:00,149
3/23/2018 22:00,84
3/23/2018 21:00,53
3/23/2018 20:00,40
3/23/2018 19:00,45
3/23/2018 18:00,48
3/23/2018 17:00,43
3/23/2018 16:00,52
3/23/2018 15:00,51
3/23/2018 14:00,35
3/23/2018 13:00,23
3/23/2018 12:00,7
3/23/2018 11:00,51
3/23/2018 10:00,138
3/23/2018 9:00,250
3/23/2018 8:00,274
3/23/2018 7:00,247
3/23/2018 6:00,103
3/23/2018 5:00,74
3/23/2018 4:00,86
3/23/2018 3:00,68
3/23/2018 2:00,74
3/23/2018 1:00,89
3/23/2018 0:00,83
3/22/2018 23:00,59
3/22/2018 22:00,46
3/22/2018 21:00,50
3/22/2018 20:00,50
3/22/2018 19:00,81
3/22/2018 18:00,85
3/22/2018 17:00,77
3/22/2018 16:00,68
3/22/2018 15:00,18
3/22/2018 14:00,33
3/22/2018 13:00,73
3/22/2018 12:00,183
3/22/2018 11:00,311
3/22/2018 10:00,340
3/22/2018 9:00,349
3/21/2018 5:00,317
3/21/2018 4:00,320
3/21/2018 3:00,305
3/21/2018 2:00,202
3/21/2018 1:00,183
3/21/2018 0:00,116
3/20/2018 23:00,91
3/20/2018 22:00,90
3/20/2018 21:00,199
3/20/2018 20:00,175
3/20/2018 19:00,68
3/20/2018 18:00,5
3/20/2018 17:00,3
3/20/2018 16:00,96
3/20/2018 15:00,215
3/20/2018 14:00,152
3/20/2018 13:00,71
3/20/2018 12:00,45
3/20/2018 11:00,175
3/20/2018 10:00,272
3/20/2018 9:00,281
3/20/2018 8:00,309
3/20/2018 7:00,322
3/20/2018 6:00,333
3/20/2018 5:00,324
3/20/2018 4:00,304
3/20/2018 3:00,221
3/20/2018 2:00,143
3/20/2018 1:00,78
3/20/2018 0:00,44
3/19/2018 23:00,61
3/19/2018 22:00,136
3/19/2018 21:00,109
3/19/2018 20:00,102
3/19/2018 19:00,45
3/19/2018 18:00,31
3/19/2018 17:00,31
3/19/2018 16:00,74
3/19/2018 15:00,45
3/19/2018 14:00,69
3/19/2018 13:00,70
3/19/2018 12:00,76
3/19/2018 11:00,147
3/19/2018 10:00,378
3/19/2018 9:00,294
3/19/2018 8:00,305
3/19/2018 7:00,313
3/19/2018 6:00,126
3/19/2018 5:00,104
3/19/2018 4:00,130
3/19/2018 3:00,96
3/19/2018 2:00,80
3/19/2018 1:00,71
3/19/2018 0:00,85
3/18/2018 23:00,98
3/18/2018 22:00,83
3/18/2018 21:00,87
3/18/2018 20:00,57
3/18/2018 19:00,31
3/18/2018 18:00,26
3/18/2018 17:00,32
3/18/2018 16:00,45
3/18/2018 15:00,36
3/18/2018 14:00,56
3/18/2018 13:00,66
3/18/2018 12:00,43
3/18/2018 11:00,18
3/18/2018 10:00,50
3/18/2018 9:00,48
3/18/2018 8:00,139
3/18/2018 7:00,288
3/18/2018 6:00,311
3/18/2018 5:00,316
3/18/2018 4:00,304
3/18/2018 3:00,264
3/18/2018 2:00,139
3/18/2018 1:00,85
3/18/2018 0:00,117
3/17/2018 23:00,138
3/17/2018 22:00,112
3/17/2018 21:00,65
3/17/2018 20:00,38
3/17/2018 19:00,43
3/17/2018 18:00,38
3/17/2018 17:00,30
3/17/2018 16:00,36
3/17/2018 15:00,51
3/17/2018 14:00,42
3/17/2018 13:00,36
3/17/2018 12:00,42
3/17/2018 11:00,52
3/17/2018 10:00,53
3/17/2018 9:00,86
3/17/2018 8:00,197
3/17/2018 7:00,310
3/17/2018 6:00,316
3/17/2018 5:00,316
3/17/2018 4:00,310
3/17/2018 3:00,199
3/17/2018 2:00,184
3/17/2018 1:00,85
3/17/2018 0:00,100
3/16/2018 23:00,91
3/16/2018 22:00,82
3/16/2018 21:00,68
3/16/2018 20:00,80
3/16/2018 19:00,49
3/15/2018 13:00,55
3/15/2018 12:00,22
3/15/2018 11:00,28
3/15/2018 10:00,42
3/15/2018 9:00,104
3/15/2018 8:00,107
3/15/2018 7:00,171
3/15/2018 6:00,175
3/15/2018 5:00,338
3/15/2018 4:00,317
3/15/2018 3:00,319
3/15/2018 2:00,306
3/15/2018 1:00,225
3/15/2018 0:00,179
3/14/2018 23:00,174
3/14/2018 22:00,143
3/14/2018 21:00,94
3/14/2018 20:00,71
3/14/2018 19:00,47
3/14/2018 18:00,39
3/14/2018 17:00,50
3/14/2018 16:00,53
3/14/2018 15:00,56
3/14/2018 14:00,79
3/14/2018 13:00,42
3/14/2018 12:00,50
3/14/2018 11:00,46
3/14/2018 10:00,97
3/14/2018 9:00,159
3/14/2018 8:00,181
3/14/2018 7:00,159
3/14/2018 6:00,146
3/14/2018 5:00,277
3/14/2018 4:00,247
3/14/2018 3:00,261
3/14/2018 2:00,236
3/14/2018 1:00,150
3/14/2018 0:00,151
3/13/2018 23:00,99
3/13/2018 22:00,126
3/13/2018 21:00,112
3/13/2018 20:00,65
3/13/2018 19:00,40
3/13/2018 18:00,35
3/13/2018 17:00,32
3/13/2018 16:00,60
3/13/2018 15:00,55
3/13/2018 14:00,43
3/13/2018 13:00,70
3/13/2018 12:00,109
3/13/2018 11:00,100
3/13/2018 10:00,212
3/13/2018 9:00,264
3/13/2018 8:00,281
3/13/2018 7:00,336
3/13/2018 6:00,304
3/13/2018 5:00,338
3/13/2018 4:00,322
3/13/2018 3:00,310
3/13/2018 2:00,161
3/13/2018 1:00,138
3/13/2018 0:00,161
3/12/2018 23:00,211
3/12/2018 22:00,141
3/12/2018 21:00,96
3/12/2018 20:00,65
3/12/2018 19:00,51
3/12/2018 18:00,40
3/12/2018 17:00,32
3/12/2018 16:00,53
3/12/2018 15:00,67
3/12/2018 14:00,65
3/12/2018 13:00,80
3/12/2018 12:00,53
3/12/2018 11:00,36
3/12/2018 10:00,262
3/12/2018 9:00,319
3/12/2018 8:00,317
3/12/2018 7:00,289
3/12/2018 6:00,309
3/12/2018 5:00,319
3/12/2018 4:00,282
3/12/2018 3:00,316
3/12/2018 2:00,262
3/12/2018 1:00,221
3/12/2018 0:00,249
3/11/2018 23:00,186
3/11/2018 22:00,147
3/11/2018 21:00,77
3/11/2018 20:00,54
3/11/2018 19:00,61
3/11/2018 18:00,54
3/11/2018 17:00,44
3/11/2018 16:00,55
3/11/2018 15:00,60
3/11/2018 14:00,82
3/11/2018 13:00,100
3/11/2018 12:00,128
3/11/2018 11:00,122
3/11/2018 10:00,75
3/11/2018 9:00,120
3/11/2018 8:00,153
3/11/2018 7:00,195
3/11/2018 6:00,227
3/11/2018 5:00,240
3/11/2018 4:00,151
3/11/2018 3:00,124
3/11/2018 2:00,85
3/11/2018 1:00,79
3/11/2018 0:00,103
3/10/2018 23:00,114
3/10/2018 22:00,143
3/10/2018 21:00,67
3/10/2018 20:00,67
3/10/2018 19:00,57
3/10/2018 18:00,27
3/10/2018 17:00,28
3/10/2018 16:00,45
3/10/2018 15:00,49
3/10/2018 14:00,41
3/10/2018 13:00,50
3/10/2018 12:00,112
3/10/2018 11:00,105
3/10/2018 10:00,136
3/10/2018 9:00,69
3/10/2018 8:00,89
3/10/2018 7:00,222
3/10/2018 6:00,271
3/10/2018 5:00,171
3/10/2018 4:00,115
3/10/2018 3:00,74
3/10/2018 2:00,134
3/10/2018 1:00,254
3/10/2018 0:00,252
3/9/2018 23:00,181
3/9/2018 22:00,176
3/9/2018 21:00,111
